Facility Name,Area / Location,Sports Offered,Indoor / Outdoor,Swimming Pool,Gym,Exact Opening Hours,Typical Hourly Rate (PKR)
Ace Swim Hub,Sindhi Muslim,Swimming Pool,Mixed,Yes,No,4:00 PM – 1:00 AM,500-2000 
Smart Cricket,FB Area Block 15,Cricket Academy,Outdoor,No,No,4:00 PM – 1:00 AM,2000-5000 
Mega Cricket Hub,Clifton Block 1,Cricket Academy,Outdoor,No,No,6:00 AM – 10:00 PM,2000-5000 
Royal TT Spot,Clifton Block 5,Table Tennis,Indoor,No,No,6:00 AM – 10:00 PM,300-800 
City Badminton,Surjani Town,Badminton,Indoor,No,No,6:00 AM – 10:00 PM,500-1500 
Smart Football,Garden East,Football,Outdoor,No,No,24 Hours,4000-7000 
Ultimate Padel,Baldia Town,Padel,Outdoor,No,No,24 Hours,4000-8000 
Grand Football,Gulshan Block 7,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000-7000
Titan Padel Court,Gulshan Block 10,Padel,Outdoor,No,No,6:00 AM – 10:00 PM,4000-8000 
Iron Badminton,Garden West,Badminton,Indoor,No,No,24 Hours,500-1500 
Star Table Tennis,Naval Colony,Table Tennis,Indoor,No,No,7:00 AM – 11:00 PM,300-800
Titan Swim Hub,PECHS Block 6,Swimming Pool,Mixed,Yes,No,8:00 AM – 8:00 PM,500-2000 
Xtreme Basketball,Sindhi Muslim,Basketball,Outdoor,No,No,8:00 AM – 8:00 PM,1000-3000 
Global Futsal,Clifton Block 2,Futsal,Outdoor,No,No,6:00 AM – 10:00 PM,3500-6000 
Zenith TT Spot,Model Colony,Table Tennis,Indoor,No,No,24 Hours,300-800 
Star Padel Court,Sindhi Muslim,Padel,Outdoor,No,No,8:00 AM – 8:00 PM,4000-8000 
Mega Padel Court,Sindhi Muslim,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000-8000 
Grand Football,DHA Phase 5,Football,Outdoor,No,No,8:00 AM – 8:00 PM,4000-7000 
Ultimate Padel,North Nazimabad L,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,4000-8000 
Peak Badminton,Baldia Town,Badminton,Indoor,No,No,24 Hours,500-1500 
Elite Football,North Nazimabad H,Football,Outdoor,No,No,24 Hours,4000-7000 
Star Cricket,Korangi Industrial,Cricket Academy,Outdoor,No,No,24 Hours,2000-5000
Smart Padel Court,Korangi Industrial,Padel,Outdoor,No,No,8:00 AM – 8:00 PM,4000-8000 
Zenith Football,DHA Phase 7,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000-7000 
Mega Tennis,Liaquatabad,Tennis,Outdoor,No,No,7:00 AM – 11:00 PM,1500-4000 
Power Tennis,Defence View,Tennis,Outdoor,No,No,24 Hours,1500-4000 
Active Tennis,DHA Phase 4,Tennis,Outdoor,No,No,6:00 AM – 10:00 PM,1500-4000 
Iron Gym,Landhi,Gym,Indoor,No,Yes,24 Hours,3000-15000 
Iron Cricket,Sindhi Muslim,Cricket Academy,Outdoor,No,No,4:00 PM – 1:00 AM,2000-5000
Active Tennis,Korangi Industrial,Tennis,Outdoor,No,No,4:00 PM – 1:00 AM,1500-4000 
Smart Football,North Nazimabad H,Football,Outdoor,No,No,4:00 PM – 1:00 AM,4000-7000
Dynamic Cricket,Naval Colony,Cricket Academy,Outdoor,No,No,24 Hours,2000-5000 
Pro Table Tennis,DHA Phase 6,Table Tennis,Indoor,No,No,7:00 AM – 11:00 PM,300-800 
Titan Table Tennis,Bahadurabad,Table Tennis,Indoor,No,No,4:00 PM – 1:00 AM,300-800 
Power Cricket,North Nazimabad M,Cricket Academy,Outdoor,No,No,7:00 AM – 11:00 PM,2000-5000 
Global Badminton,Baldia Town,Badminton,Indoor,No,No,24 Hours,500-1500 
City Basketball,Clifton Block 2,Basketball,Outdoor,No,No,8:00 AM – 8:00 PM,1000-3000 
Global Football,DHA Phase 8,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000-7000 
Ace Table Tennis,Clifton Block 1,Table Tennis,Indoor,No,No,4:00 PM – 1:00 AM,300-800 
Grand Cricket,Clifton Block 3,Cricket Academy,Outdoor,No,No,6:00 AM – 10:00 PM,2000-5000 
Power Swim Hub,PECHS Block 3,Swimming Pool,Mixed,Yes,No,4:00 PM – 1:00 AM,500-2000 
Global Cricket,Clifton Block 4,Cricket Academy,Outdoor,No,No,8:00 AM – 8:00 PM,2000-5000 
Ultimate Badminton,Clifton Block 9,Badminton,Indoor,No,No,4:00 PM – 1:00 AM,500-1500 
Titan Football,Model Colony,Football,Outdoor,No,No,24 Hours,4000-7000 
Elite Table Tennis,DHA Phase 2,Table Tennis,Indoor,No,No,4:00 PM – 1:00 AM,300-800 
Peak Football,Model Colony,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000-7000 
Pro Tennis,North Nazimabad B,Tennis,Outdoor,No,No,6:00 AM – 10:00 PM,1500-4000
Power Swim Hub,Johar Block 4,Swimming Pool,Mixed,Yes,No,4:00 PM – 1:00 AM,500-2000 
Active Swim Hub,Garden East,Swimming Pool,Mixed,Yes,No,6:00 AM – 10:00 PM,500-2000 
Ace Basketball,Clifton Block 2,Basketball,Outdoor,No,No,24 Hours,1000-3000
Pro Basketball,PECHS Block 2,Basketball,Outdoor,No,No,4:00 PM – 1:00 AM,1000-3000 
Star Gym,Saddar,Gym,Indoor,No,Yes,7:00 AM – 11:00 PM,3000-15000 
Smart Badminton,Garden West,Badminton,Indoor,No,No,6:00 AM – 10:00 PM,500-1500 
Royal Basketball,Johar Block 12,Basketball,Outdoor,No,No,8:00 AM – 8:00 PM,1000-3000 
Power Swim Hub,Steel Town,Swimming Pool,Mixed,Yes,No,8:00 AM – 8:00 PM,500-2000
Grand Futsal Arena,Clifton Block 2,Futsal,Outdoor,No,No,4:00 PM – 1:00 AM,3500-6000 
Global Badminton,PNS Karsaz,Badminton,Indoor,No,No,8:00 AM – 8:00 PM,500-1500 
Mega Badminton,Tariq Road,Badminton,Indoor,No,No,7:00 AM – 11:00 PM,500-1500
Dynamic Tennis,Johar Block 12,Tennis,Outdoor,No,No,8:00 AM – 8:00 PM,1500-4000 
Pro Gym,DHA Phase 4,Gym,Indoor,No,Yes,7:00 AM – 11:00 PM,3000-15000 
Titan Badminton,Naval Colony,Badminton,Indoor,No,No,8:00 AM – 8:00 PM,500-1500 
Power Table Tennis,Clifton Block 3,Table Tennis,Indoor,No,No,8:00 AM – 8:00 PM,300-800 
Power Padel,North Nazimabad F,Padel,Outdoor,No,No,24 Hours,4000-8000
Power Padel,PECHS Block 6,Padel,Outdoor,No,No,24 Hours,4000-8000 
Zenith Tennis,North Nazimabad M,Tennis,Outdoor,No,No,8:00 AM – 8:00 PM,1500-4000 
Iron Football,Johar Block 4,Football,Outdoor,No,No,24 Hours,4000-7000 
Active TT Spot,Steel Town,Table Tennis,Indoor,No,No,24 Hours,300-800 
Grand Badminton,North Karachi 11,Badminton,Indoor,No,No,4:00 PM – 1:00 AM,500-1500 
Active Tennis,North Nazimabad L,Tennis,Outdoor,No,No,8:00 AM – 8:00 PM,1500-4000 
Iron Table Tennis,Gulshan Block 13,Table Tennis,Indoor,No,No,8:00 AM – 8:00 PM,300-800
Pro Cricket Academy,Defence View,Cricket Academy,Outdoor,No,No,8:00 AM – 8:00 PM,2000-5000 
Zenith Table Tennis,Clifton Block 4,Table Tennis,Indoor,No,No,8:00 AM – 8:00 PM,300-800 
Peak Basketball,Clifton Block 3,Basketball,Outdoor,No,No,6:00 AM – 10:00 PM,1000-3000 
Grand Tennis,Orangi Town,Tennis,Outdoor,No,No,7:00 AM – 11:00 PM,1500-4000 
Global Gym,Malir Cantt,Gym,Indoor,No,Yes,4:00 PM – 1:00 AM,3000-15000 
Swift Padel Court,Bahadurabad,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000-8000 
Power Football,Sindhi Muslim,Football,Outdoor,No,No,4:00 PM – 1:00 AM,4000-7000 
Mega Gym,Baldia Town,Gym,Indoor,No,Yes,8:00 AM – 8:00 PM,3000-15000 
Global Cricket,Garden West,Cricket Academy,Outdoor,No,No,4:00 PM – 1:00 AM,2000-5000 
Star Padel Court,Model Colony,Padel,Outdoor,No,No,24 Hours,4000-8000 
Ace Football Turf,North Nazimabad B,Football,Outdoor,No,No,8:00 AM – 8:00 PM,4000-7000 
Peak Table Tennis,Clifton Block 9,Table Tennis,Indoor,No,No,24 Hours,300-800
Peak Football Turf,North Nazimabad L,Football,Outdoor,No,No,24 Hours,4000-7000 
Swift Swim Hub,Baldia Town,Swimming Pool,Mixed,Yes,No,4:00 PM – 1:00 AM,500-2000 
City Badminton,Johar Block 1,Badminton,Indoor,No,No,8:00 AM – 8:00 PM,500-1500 
Grand Swim Hub,North Nazimabad H,Swimming Pool,Mixed,Yes,No,8:00 AM – 8:00 PM,500-2000 
Dynamic Football,PECHS Block 3,Football,Outdoor,No,No,24 Hours,4000-7000 
Pro Padel Court,North Nazimabad H,Padel,Outdoor,No,No,24 Hours,4000-8000 
Royal Futsal Arena,North Nazimabad B,Futsal,Outdoor,No,No,24 Hours,3500-6000 
Swift Table Tennis,Gulshan Block 1,Table Tennis,Indoor,No,No,8:00 AM – 8:00 PM,300-800 
Ace Swimming Hub,Garden West,Swimming Pool,Mixed,Yes,No,7:00 AM – 11:00 PM,500-2000 
Iron Futsal Arena,FB Area Block 15,Futsal,Outdoor,No,No,7:00 AM – 11:00 PM,3500-6000
Zenith Cricket,DHA Phase 5,Cricket Academy,Outdoor,No,No,7:00 AM – 11:00 PM,2000-5000 
Grand Cricket,DHA Phase 5,Cricket Academy,Outdoor,No,No,4:00 PM – 1:00 AM,2000-5000
Titan Badminton,Baldia Town,Badminton,Indoor,No,No,7:00 AM – 11:00 PM,500-1500 
Elite Padel Arena,Gulshan Block 7,Padel,Outdoor,No,No,24 Hours,4000-8000 
Solid Basketball,Garden East,Basketball,Outdoor,No,No,4:00 PM – 1:00 AM,1000-3000
Direct Tennis Hub,Steel Town,Tennis,Outdoor,No,No,6:00 AM – 10:00 PM,1500-4000
Peak Cricket Hub,Clifton Block 9,Cricket Academy,Outdoor,No,No,7:00 AM – 11:00 PM,2000-5000 
City Tennis Arena,Naval Colony,Tennis,Outdoor,No,No,24 Hours,1500-4000
Smart Cricket Hub,Malir Cantt,Cricket Academy,Outdoor,No,No,8:00 AM – 8:00 PM,2000-5000
Grand Swim Hub,Saddar,Swimming Pool,Mixed,Yes,No,6:00 AM – 10:00 PM,500-2000 
Ultimate Football,FB Area Block 6,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000-7000 
Swift TT Spot,PECHS Block 3,Table Tennis,Indoor,No,No,7:00 AM – 11:00 PM,300-800 
Elite Basketball,Tariq Road,Basketball,Outdoor,No,No,7:00 AM – 11:00 PM,1000-3000 
Active Football,Surjani Town,Football,Outdoor,No,No,4:00 PM – 1:00 AM,4000-7000 
Titan Tennis Arena,Clifton Block 2,Tennis,Outdoor,No,No,4:00 PM – 1:00 AM,1500-4000
Star Cricket Hub,North Nazimabad Block H,Cricket Academy,Outdoor,No,No,7:00 AM – 11:00 PM,2000 - 5000 
Quantum Basketball,DHA Phase 1,Basketball,Outdoor,No,No,8:00 AM – 8:00 PM,1000 - 3000 
Orbit Gym Point,Johar Block 15,Gym,Indoor,No,Yes,7:00 AM – 11:00 PM,3000 - 15000 
Lunar Tennis Pavilion,Gulshan Block 13,Tennis,Outdoor,No,No,24 Hours,1500 - 4000 
Omega Swim Point,DHA Phase 8,Swimming Pool,Mixed,Yes,No,24 Hours,500 - 2000 
Fusion Padel Dome,Malir Cantt,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000 - 8000 
Direct Gym Complex,Steel Town,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,3000 - 15000 
Active Cricket Zone,Clifton Block 1,Cricket Academy,Outdoor,No,No,24 Hours,2000 - 5000 
Pro Basketball Point,Saddar,Basketball,Outdoor,No,No,8:00 AM – 8:00 PM,1000 - 3000
Smart Tennis Dome,Naval Colony,Tennis,Outdoor,No,No,7:00 AM – 11:00 PM,1500 - 4000 
Apex Football Hub,Gulistan-e-Johar 15,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000 - 7000 
Solid Basketball Spot,DHA Phase 5,Basketball,Outdoor,No,No,4:00 PM – 1:00 AM,1000 - 3000 
Vibe TT Pavilion,Defence View,Table Tennis,Indoor,No,No,24 Hours,300 - 800 
Master Padel Complex,Clifton Block 9,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000 - 8000 
Fusion Gym Hub,Bahadurabad,Gym,Indoor,No,Yes,24 Hours,3000 - 15000
Pulse Football Zone,Model Colony,Football,Outdoor,No,No,6:00 AM – 10:00 PM,4000 - 7000
Solid Padel Station,Clifton Block 5,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,4000 - 8000 
Active Football Arena,PECHS Block 2,Football,Outdoor,No,No,6:00 AM – 10:00 PM,4000 - 7000
Titan Cricket Point,KDA Scheme 1,Cricket Academy,Outdoor,No,No,7:00 AM – 11:00 PM,2000 - 5000 
Grand Basketball Dome,Federal B Area Block 15,Basketball,Outdoor,No,No,24 Hours,1000 - 3000 
Pro Swim Center,North Nazimabad L,Swimming Pool,Mixed,Yes,No,6:00 AM – 10:00 PM,500 - 2000 
Omega Padel Hub,PECHS Block 3,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,4000 - 8000 
Rapid Tennis Pavilion,Garden East,Tennis,Outdoor,No,No,8:00 AM – 8:00 PM,1500 - 4000 
Smart Football Hub,Clifton Block 4,Football,Outdoor,No,No,4:00 PM – 1:00 AM,4000 - 7000 
Apex Gym Pavilion,Tariq Road,Gym,Indoor,No,Yes,24 Hours,3000 - 15000 
Master Football Dome,Gulistan-e-Johar 4,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000 - 7000 
Ultimate Padel Court,DHA Phase 7,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000-8000 
Star Table Tennis,Garden West,Table Tennis,Indoor,No,No,8:00 AM – 8:00 PM,300-800 
Active Basketball,DHA Phase 8,Basketball,Outdoor,No,No,6:00 AM – 10:00 PM,1000-3000
Elite Badminton,Garden West,Badminton,Indoor,No,No,8:00 AM – 8:00 PM,500-1500 
Global Tennis,PNS Karsaz,Tennis,Outdoor,No,No,4:00 PM – 1:00 AM,1500-4000
Xtreme Gym,North Nazimabad H,Gym,Indoor,No,Yes,4:00 PM – 1:00 AM,3000-15000
Star Futsal Arena,Defence View,Futsal,Outdoor,No,No,7:00 AM – 11:00 PM,3500-6000 
Ultimate Tennis,Johar Block 15,Tennis,Outdoor,No,No,4:00 PM – 1:00 AM,1500-4000
Ace Padel Court,Clifton Block 2,Padel,Outdoor,No,No,24 Hours,4000-8000 
Mega Swimming Hub,Johar Block 4,Swimming Pool,Mixed,Yes,No,6:00 AM – 10:00 PM,500-2000 
Ace Padel Court,KDA Scheme 1,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000-8000
Elite Swimming Hub,Johar Block 1,Swimming Pool,Mixed,Yes,No,24 Hours,500-2000 
Titan Swimming Hub,Gulshan Block 10,Swimming Pool,Mixed,Yes,No,8:00 AM – 8:00 PM,500-2000 
Royal Tennis,Clifton Block 9,Tennis,Outdoor,No,No,6:00 AM – 10:00 PM,1500-4000 
Active Padel Court,North Nazimabad L,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000-8000
Dynamic Badminton,FB Area Block 15,Badminton,Indoor,No,No,24 Hours,500-1500 
Xtreme Table Tennis,North Nazimabad M,Table Tennis,Indoor,No,No,8:00 AM – 8:00 PM,300-800 
Global Padel Court,North Nazimabad L,Padel,Outdoor,No,No,8:00 AM – 8:00 PM,4000-8000 
Global Cricket Hub,Johar Block 1,Cricket Academy,Outdoor,No,No,7:00 AM – 11:00 PM,2000-5000
Smart Basketball,North Nazimabad F,Basketball,Outdoor,No,No,4:00 PM – 1:00 AM,1000-3000 
Peak Tennis,PNS Karsaz,Tennis,Outdoor,No,No,24 Hours,1500-4000
Dynamic Basketball,Gulshan Block 15,Basketball,Outdoor,No,No,24 Hours,1000-3000 
Swift Futsal Arena,Saddar,Futsal,Outdoor,No,No,8:00 AM – 8:00 PM,3500-6000 
Star Football Turf,Clifton Block 5,Football,Outdoor,No,No,6:00 AM – 10:00 PM,4000-7000
Swift Table Tennis,Baldia Town,Table Tennis,Indoor,No,No,4:00 PM – 1:00 AM,300-800 
Elite Swimming Hub,Orangi Town,Swimming Pool,Mixed,Yes,No,4:00 PM – 1:00 AM,500-2000 
Smart Table Tennis,Clifton Block 2,Table Tennis,Indoor,No,No,7:00 AM – 11:00 PM,300-800 
Mega Swimming Hub,Surjani Town,Swimming Pool,Mixed,Yes,No,4:00 PM – 1:00 AM,500-2000 
Royal Basketball,DHA Phase 6,Basketball,Outdoor,No,No,8:00 AM – 8:00 PM,1000-3000 
Dynamic TT Spot,Liaquatabad,Table Tennis,Indoor,No,No,8:00 AM – 8:00 PM,300-800 
Xtreme Football,Orangi Town,Football,Outdoor,No,No,8:00 AM – 8:00 PM,4000-7000 
City Gym,PNS Karsaz,Gym,Indoor,No,Yes,8:00 AM – 8:00 PM,3000-15000 
Elite Tennis,Korangi Industrial,Tennis,Outdoor,No,No,6:00 AM – 10:00 PM,1500-4000 
City Cricket Hub,Surjani Town,Cricket Academy,Outdoor,No,No,7:00 AM – 11:00 PM,2000-5000 
Iron Tennis,DHA Phase 4,Tennis,Outdoor,No,No,4:00 PM – 1:00 AM,1500-4000 
Xtreme Badminton,PNS Karsaz,Badminton,Indoor,No,No,6:00 AM – 10:00 PM,500-1500 
Ace Gym,DHA Phase 8,Gym,Indoor,No,Yes,7:00 AM – 11:00 PM,3000-15000
Iron Football Turf,Liaquatabad,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000-7000 
Dynamic TT Spot,PECHS Block 2,Table Tennis,Indoor,No,No,4:00 PM – 1:00 AM,300-800 
Zenith Tennis,Orangi Town,Tennis,Outdoor,No,No,7:00 AM – 11:00 PM,1500-4000 
Titan Badminton,DHA Phase 2,Badminton,Indoor,No,No,6:00 AM – 10:00 PM,500-1500 
Elite Swimming Hub,Bahadurabad,Swimming Pool,Mixed,Yes,No,6:00 AM – 10:00 PM,500-2000 
Swift Badminton,Model Colony,Badminton,Indoor,No,No,8:00 AM – 8:00 PM,500-1500 
Titan Table Tennis,North Nazimabad B,Table Tennis,Indoor,No,No,6:00 AM – 10:00 PM,300-800 
Royal Table Tennis,Defence View,Table Tennis,Indoor,No,No,24 Hours,300-800 
Pro Futsal Arena,North Nazimabad L,Futsal,Outdoor,No,No,6:00 AM – 10:00 PM,3500-6000 
Grand Gym,North Nazimabad M,Gym,Indoor,No,Yes,7:00 AM – 11:00 PM,3000-15000 
Ultimate Cricket,Johar Block 15,Cricket Academy,Outdoor,No,No,8:00 AM – 8:00 PM,2000-5000 
Star Padel Court,North Nazimabad M,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000-8000
Dynamic TT Spot,Gulshan Block 7,Table Tennis,Indoor,No,No,7:00 AM – 11:00 PM,300-800 
Xtreme Padel Court,Korangi Industrial,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000-8000 
Power Gym,Mehmoodabad,Gym,Indoor,No,Yes,7:00 AM – 11:00 PM,3000-15000 
Xtreme TT Spot,Liaquatabad,Table Tennis,Indoor,No,No,4:00 PM – 1:00 AM,300-800 
Swift Gym,Baldia Town,Gym,Indoor,No,Yes,7:00 AM – 11:00 PM,3000-15000 
Elite Swimming Hub,Tariq Road,Swimming Pool,Mixed,Yes,No,8:00 AM – 8:00 PM,500-2000 
Star Futsal Arena,Naval Colony,Futsal,Outdoor,No,No,7:00 AM – 11:00 PM,3500-6000 
Swift Badminton,North Nazimabad F,Badminton,Indoor,No,No,4:00 PM – 1:00 AM,500-1500 
Titan Futsal Arena,Gulshan Block 13,Futsal,Outdoor,No,No,8:00 AM – 8:00 PM,3500-6000 
Dynamic Badminton,FB Area Block 6,Badminton,Indoor,No,No,8:00 AM – 8:00 PM,500-1500 
Grand Basketball,Liaquatabad,Basketball,Outdoor,No,No,24 Hours,1000-3000 
Power Badminton,Model Colony,Badminton,Indoor,No,No,7:00 AM – 11:00 PM,500-1500 
Iron Swimming Hub,FB Area Block 15,Swimming Pool,Mixed,Yes,No,6:00 AM – 10:00 PM,500-2000 
Grand Padel Court,North Nazimabad F,Padel,Outdoor,No,No,7:00 AM – 11:00 PM,4000-8000 
Ultimate Swim Hub,Clifton Block 1,Swimming Pool,Mixed,Yes,No,24 Hours,500-2000 
Dynamic Padel Court,Johar Block 12,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000-8000
Iron Tennis,Clifton Block 2,Tennis,Outdoor,No,No,4:00 PM – 1:00 AM,1500-4000
Titan Basketball,Clifton Block 5,Basketball,Outdoor,No,No,8:00 AM – 8:00 PM,1000-3000 
Ultimate Padel Court,Garden West,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000-8000 
Ultimate Swim Hub,Clifton Block 2,Swimming Pool,Mixed,Yes,No,24 Hours,500-2000 
Pro Table Tennis,FB Area Block 15,Table Tennis,Indoor,No,No,24 Hours,300-800 
Mega Gym,Johar Block 4,Gym,Indoor,No,Yes,7:00 AM – 11:00 PM,3000-15000
Zenith Basketball,Garden West,Basketball,Outdoor,No,No,4:00 PM – 1:00 AM,1000-3000
Titan Basketball,North Karachi 11,Basketball,Outdoor,No,No,4:00 PM – 1:00 AM,1000-3000 
Ultimate TT Spot,Johar Block 4,Table Tennis,Indoor,No,No,6:00 AM – 10:00 PM,300-800
Peak Tennis,DHA Phase 2,Tennis,Outdoor,No,No,24 Hours,1500-4000 
Peak Gym,Gulshan Block 15,Gym,Indoor,No,Yes,8:00 AM – 8:00 PM,3000-15000
Royal Swimming Hub,Clifton Block 4,Swimming Pool,Mixed,Yes,No,8:00 AM – 8:00 PM,500-2000 
Star Swimming Hub,Sindhi Muslim,Swimming Pool,Mixed,Yes,No,24 Hours,500-2000 
Pro Football Turf,Steel Town,Football,Outdoor,No,No,4:00 PM – 1:00 AM,4000-7000 
Xtreme Football,Gulshan Block 1,Football,Outdoor,No,No,6:00 AM – 10:00 PM,4000-7000 
Pro Cricket Hub,North Nazimabad L,Cricket Academy,Outdoor,No,No,4:00 PM – 1:00 AM,2000-5000
Elite Swimming Hub,North Nazimabad B,Swimming Pool,Mixed,Yes,No,4:00 PM – 1:00 AM,500-2000 
Peak Futsal Arena,Sindhi Muslim,Futsal,Outdoor,No,No,7:00 AM – 11:00 PM,3500-6000
City Tennis,Orangi Town,Tennis,Outdoor,No,No,8:00 AM – 8:00 PM,1500-4000 
Power Basketball,Clifton Block 4,Basketball,Outdoor,No,No,7:00 AM – 11:00 PM,1000-3000 
Swift Cricket Hub,Steel Town,Cricket Academy,Outdoor,No,No,6:00 AM – 10:00 PM,2000-5000
Star Tennis,North Nazimabad B,Tennis,Outdoor,No,No,24 Hours,1500-4000 
Ultimate Tennis,Garden East,Tennis,Outdoor,No,No,24 Hours,1500-4000
Iron Swimming Hub,North Nazimabad H,Swimming Pool,Mixed,Yes,No,24 Hours,500-2000 
Grand Football Turf,North Karachi 11,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000-7000 
Ace Basketball,DHA Phase 5,Basketball,Outdoor,No,No,7:00 AM – 11:00 PM,1000-3000 
Mega Padel Court,Gulshan Block 10,Padel,Outdoor,No,No,24 Hours,4000-8000 
Dynamic Cricket Hub,Tariq Road,Cricket Academy,Outdoor,No,No,4:00 PM – 1:00 AM,2000-5000
Ace Padel Court,Saddar,Padel,Outdoor,No,No,4:00 PM – 1:00 AM,4000-8000 
Elite Basketball,Malir Cantt,Basketball,Outdoor,No,No,6:00 AM – 10:00 PM,1000-3000
Ace Basketball,Johar Block 12,Basketball,Outdoor,No,No,24 Hours,1000-3000 
Global TT Spot,Johar Block 4,Table Tennis,Indoor,No,No,8:00 AM – 8:00 PM,300-800 
Elite Gym,Sindhi Muslim,Gym,Indoor,No,Yes,4:00 PM – 1:00 AM,3000-15000 
Star Badminton,DHA Phase 6,Badminton,Indoor,No,No,4:00 PM – 1:00 AM,500-1500 
Swift Cricket Hub,KDA Scheme 1,Cricket Academy,Outdoor,No,No,4:00 PM – 1:00 AM,2000-5000 
Smart Swimming Hub,North Nazimabad F,Swimming Pool,Mixed,Yes,No,24 Hours,500-2000 
Mega Football Turf,Saddar,Football,Outdoor,No,No,8:00 AM – 8:00 PM,4000-7000
Global TT Spot,PNS Karsaz,Table Tennis,Indoor,No,No,6:00 AM – 10:00 PM,300-800 
Royal Gym,DHA Phase 8,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,3000-15000 
Royal Futsal Arena,Clifton Block 4,Futsal,Outdoor,No,No,4:00 PM – 1:00 AM,3500-6000 
Swift Gym,KDA Scheme 1,Gym,Indoor,No,Yes,7:00 AM – 11:00 PM,3000-15000
Ace Swimming Hub,Clifton Block 4,Swimming Pool,Mixed,Yes,No,6:00 AM – 10:00 PM,500-2000 
Elite Badminton,Gulshan Block 13,Badminton,Indoor,No,No,24 Hours,500-1500 
Dynamic Padel Court,DHA Phase 5,Padel,Outdoor,No,No,24 Hours,4000-8000 
Elite Cricket Hub,KDA Scheme 1,Cricket Academy,Outdoor,No,No,6:00 AM – 10:00 PM,2000-5000
Titan Gym,Gulshan Block 1,Gym,Indoor,No,Yes,6:00 AM – 10:00 PM,3000-15000 
Peak Padel Court,Liaquatabad,Padel,Outdoor,No,No,8:00 AM – 8:00 PM,4000-8000 
Active TT Spot,DHA Phase 1,Table Tennis,Indoor,No,No,24 Hours,300-800 
Mega Futsal Arena,KDA Scheme 1,Futsal,Outdoor,No,No,4:00 PM – 1:00 AM,3500-6000 
Dynamic Futsal,Gulshan Block 7,Futsal,Outdoor,No,No,6:00 AM – 10:00 PM,3500-6000 
Global Futsal Arena,DHA Phase 8,Futsal,Outdoor,No,No,24 Hours,3500-6000 
Dynamic Swim Hub,Clifton Block 2,Swimming Pool,Mixed,Yes,No,7:00 AM – 11:00 PM,500-2000 
Zenith Padel Court,DHA Phase 6,Padel,Outdoor,No,No,8:00 AM – 8:00 PM,4000-8000 
Ultimate Gym,FB Area Block 15,Gym,Indoor,No,Yes,4:00 PM – 1:00 AM,3000-15000 
Titan Cricket Hub,DHA Phase 4,Cricket Academy,Outdoor,No,No,4:00 PM – 1:00 AM,2000-5000 
Active Futsal Arena,North Karachi 11,Futsal,Outdoor,No,No,24 Hours,3500-6000 
Core TT Spot,Gulistan-e-Johar 1,Table Tennis,Indoor,No,No,6:00 AM – 10:00 PM,300-800 
Pro Football Turf,Clifton Block 4,Football,Outdoor,No,No,7:00 AM – 11:00 PM,4000-7000 
Ace TT Spot,North Nazimabad B,Table Tennis,Indoor,No,No,4:00 PM – 1:00 AM,300-800
Rapid Futsal Arena,Johar Block 15,Futsal,Outdoor,No,No,24 Hours,3500-6000 
Prime Tennis,Naval Colony,Tennis,Outdoor,No,No,8:00 AM – 8:00 PM,1500-4000 
Star Futsal Arena,Baldia Town,Futsal,Outdoor,No,No,4:00 PM – 1:00 AM,3500-6000
Direct Gym,North Nazimabad L,Gym,Indoor,No,Yes,24 Hours,3000-15000
Global Badminton,Garden East,Badminton,Indoor,No,No,7:00 AM – 11:00 PM,500-1500 
Peak Basketball,North Nazimabad M,Basketball,Outdoor,No,No,7:00 AM – 11:00 PM,3000-6000 
Sonic Gym,Garden West,Gym,Indoor,No,Yes,8:00 AM – 11:00 PM,3000-15000 
Active Football,Garden East,Football,Outdoor,No,No,6:00 AM – 10:00 PM,4000-7000 
Direct TT Spot,Saddar,Table Tennis,Indoor,No,No,7:00 AM – 11:00 PM,300-800 
